timestamp,hour,day_of_week,is_weekend,week_of_month,season,cell_type,cell_capacity_mb,traffic_load_mb,user_activity,network_utilization_pct,throughput_mbps,latency_ms,packet_loss_pct,sinr_db,congestion_flag,traditional_resource_allocation_mb,optimal_resource_allocation_mb
2024-01-01 09:30:00,9,0,0,0,0,urban_high_density,403.41,413.14,218.46,102.41,22.44,200.0,2.89,7.79,1,301.85,403.41
2024-01-01 09:45:00,9,0,0,0,0,urban_high_density,375.63,391.41,387.23,104.2,21.04,200.0,3.53,8.24,1,267.1,375.63
2024-01-01 10:00:00,10,0,0,0,0,urban_high_density,373.15,411.3,426.73,110.22,16.9,200.0,4.88,9.07,1,277.24,373.15
2024-01-01 10:15:00,10,0,0,0,0,urban_high_density,490.75,552.72,272.05,112.63,18.74,200.0,4.57,10.58,1,344.66,490.75
2024-01-01 10:30:00,10,0,0,0,0,urban_high_density,408.87,439.7,243.12,107.54,32.81,200.0,4.79,4.06,1,291.29,408.87
2024-01-01 10:45:00,10,0,0,0,0,urban_high_density,370.89,414.76,192.83,111.83,23.37,200.0,4.37,8.84,1,273.6,370.89
2024-01-01 11:00:00,11,0,0,0,0,urban_high_density,366.59,406.31,385.26,110.83,25.98,200.0,4.68,2.5,1,250.96,366.59
2024-01-01 11:15:00,11,0,0,0,0,urban_high_density,419.3,457.76,221.03,109.17,31.61,200.0,4.08,4.75,1,297.99,419.3
2024-01-01 11:30:00,11,0,0,0,0,urban_high_density,490.16,519.49,242.26,105.99,18.84,200.0,2.71,7.8,1,363.69,490.16
2024-01-01 11:45:00,11,0,0,0,0,urban_high_density,383.69,407.8,480.47,106.28,21.08,191.62,2.95,10.29,1,286.27,383.69
2024-01-01 12:00:00,12,0,0,0,0,urban_high_density,362.8,411.67,241.11,113.47,17.0,200.0,3.09,0.0,1,238.21,362.8
2024-01-01 12:15:00,12,0,0,0,0,urban_high_density,410.11,468.32,344.78,114.19,15.98,200.0,2.28,4.84,1,293.6,410.11
2024-01-01 12:30:00,12,0,0,0,0,urban_high_density,384.66,398.4,169.47,103.57,23.31,200.0,2.22,11.06,1,265.31,384.66
2024-01-01 12:45:00,12,0,0,0,0,urban_high_density,351.95,334.23,302.82,94.97,34.63,117.01,2.44,8.56,0,242.13,273.42
2024-01-01 13:00:00,13,0,0,0,0,urban_high_density,443.62,496.85,367.27,112.0,16.02,200.0,4.42,7.66,1,299.79,443.62
2024-01-01 13:15:00,13,0,0,0,0,urban_high_density,375.75,408.25,280.24,108.65,30.82,200.0,4.7,12.98,1,269.23,375.75
2024-01-01 13:30:00,13,0,0,0,0,urban_high_density,412.82,450.16,271.24,109.05,18.84,200.0,3.17,9.67,1,280.6,412.82
2024-01-01 13:45:00,13,0,0,0,0,urban_high_density,459.89,439.32,241.04,95.53,25.34,122.75,3.23,11.62,0,302.38,371.5
2024-01-01 14:00:00,14,0,0,0,0,urban_high_density,453.26,493.39,358.89,108.85,16.82,200.0,4.06,9.91,1,319.18,453.26
2024-01-01 14:15:00,14,0,0,0,0,urban_high_density,453.84,521.08,614.02,114.82,14.88,200.0,3.16,6.4,1,339.07,453.84
2024-01-01 14:30:00,14,0,0,0,0,urban_high_density,479.31,487.97,231.68,101.81,33.47,181.28,4.27,12.73,1,326.66,479.31
2024-01-01 14:45:00,14,0,0,0,0,urban_high_density,482.9,395.98,166.88,82.0,66.8,101.81,1.13,11.55,0,333.29,315.19
2024-01-01 15:00:00,15,0,0,0,0,urban_high_density,481.05,489.02,347.61,101.66,19.58,179.8,3.0,14.32,1,313.54,481.05
2024-01-01 15:15:00,15,0,0,0,0,urban_high_density,382.74,433.21,539.21,113.19,14.86,200.0,2.12,12.23,1,268.4,382.74
2024-01-01 15:30:00,15,0,0,0,0,urban_high_density,383.07,426.64,392.87,111.37,15.57,200.0,3.53,5.89,1,269.57,383.07
2024-01-01 15:45:00,15,0,0,0,0,urban_high_density,483.31,523.25,212.4,108.26,16.09,200.0,1.77,8.32,1,324.79,483.31
2024-01-01 16:00:00,16,0,0,0,0,urban_high_density,477.68,518.22,294.51,108.49,31.28,200.0,4.43,11.5,1,351.92,477.68
2024-01-01 16:15:00,16,0,0,0,0,urban_high_density,442.79,444.73,463.85,100.44,28.68,189.9,2.5,11.11,1,310.28,442.79
2024-01-01 16:30:00,16,0,0,0,0,urban_high_density,442.54,449.64,457.63,101.6,26.79,200.0,4.78,8.34,1,328.9,442.54
2024-01-01 16:45:00,16,0,0,0,0,urban_high_density,395.14,431.95,194.44,109.31,14.29,200.0,3.06,2.03,1,287.29,395.14
2024-01-01 17:00:00,17,0,0,0,0,urban_high_density,391.04,403.99,202.18,103.31,24.91,200.0,4.8,14.88,1,260.09,391.04
2024-01-01 17:15:00,17,0,0,0,0,urban_high_density,409.64,423.77,243.34,103.45,22.67,200.0,4.22,9.22,1,273.87,409.64
2024-01-01 17:30:00,17,0,0,0,0,urban_high_density,465.64,499.27,253.35,107.22,16.03,200.0,3.54,11.08,1,325.56,465.64
2024-01-01 17:45:00,17,0,0,0,0,urban_high_density,396.55,425.1,390.91,107.2,26.59,200.0,4.95,6.85,1,261.92,396.55
2024-01-01 18:00:00,18,0,0,0,0,urban_high_density,371.37,390.91,167.43,105.26,14.88,200.0,2.2,13.15,1,267.0,371.37
2024-01-01 18:15:00,18,0,0,0,0,urban_high_density,354.74,401.08,378.21,113.06,29.53,200.0,3.75,10.24,1,259.57,354.74
2024-01-01 18:30:00,18,0,0,0,0,urban_high_density,428.96,479.77,436.81,111.85,27.36,200.0,3.78,9.47,1,321.56,428.96
2024-01-01 18:45:00,18,0,0,0,0,urban_high_density,360.83,400.19,358.36,110.91,17.94,200.0,4.56,13.82,1,260.71,360.83
2024-01-01 19:00:00,19,0,0,0,0,urban_high_density,485.11,531.06,496.77,109.47,18.96,200.0,2.13,8.03,1,326.84,485.11
2024-01-01 19:15:00,19,0,0,0,0,urban_high_density,387.08,421.51,229.77,108.89,19.36,200.0,3.09,6.1,1,256.67,387.08
2024-01-01 19:30:00,19,0,0,0,0,urban_high_density,385.41,399.79,376.87,103.73,27.96,188.25,3.16,10.4,1,278.9,385.41
2024-01-01 19:45:00,19,0,0,0,0,urban_high_density,437.8,441.55,362.26,100.86,31.26,196.91,4.88,9.86,1,291.07,437.8
2024-01-01 20:00:00,20,0,0,0,0,urban_high_density,350.74,385.83,247.52,110.0,19.08,200.0,1.83,6.13,1,251.6,350.74
2024-01-01 20:15:00,20,0,0,0,0,urban_high_density,480.22,529.44,443.49,110.25,24.85,200.0,3.81,9.3,1,344.63,480.22
2024-01-01 20:30:00,20,0,0,0,0,urban_high_density,409.08,457.09,384.5,111.74,25.05,200.0,4.17,6.76,1,293.21,409.08
2024-01-01 20:45:00,20,0,0,0,0,urban_high_density,472.68,498.66,343.57,105.5,28.58,200.0,3.84,7.1,1,310.7,472.68
2024-01-01 21:00:00,21,0,0,0,0,urban_high_density,442.92,465.6,327.5,105.12,26.31,200.0,4.01,11.25,1,321.78,442.92
2024-01-01 21:15:00,21,0,0,0,0,urban_high_density,386.52,392.4,295.54,101.52,20.04,200.0,2.45,10.89,1,274.83,386.52
2024-01-01 21:30:00,21,0,0,0,0,urban_high_density,412.03,418.64,360.64,101.6,22.02,200.0,3.72,10.05,1,290.49,412.03
2024-01-01 21:45:00,21,0,0,0,0,urban_high_density,472.88,502.03,533.0,106.17,22.46,200.0,1.83,7.09,1,327.41,472.88
2024-01-01 22:00:00,22,0,0,0,0,urban_high_density,443.58,449.95,197.5,101.44,31.81,200.0,3.24,7.3,1,305.67,443.58
2024-01-01 22:15:00,22,0,0,0,0,urban_high_density,414.23,420.7,389.69,101.56,20.66,180.85,3.32,7.55,1,283.95,414.23
2024-01-01 22:30:00,22,0,0,0,0,urban_high_density,360.14,377.66,296.79,104.87,32.88,200.0,4.85,10.64,1,236.26,360.14
2024-01-01 22:45:00,22,0,0,0,0,urban_high_density,380.14,399.96,362.02,105.21,14.9,200.0,3.68,11.3,1,279.1,380.14
2024-01-01 23:00:00,23,0,0,0,0,urban_high_density,363.37,383.0,161.97,105.4,26.53,200.0,3.3,8.9,1,252.44,363.37
2024-01-01 23:15:00,23,0,0,0,0,urban_high_density,498.82,559.99,402.28,112.26,20.96,200.0,4.91,6.49,1,358.9,498.82
2024-01-01 23:30:00,23,0,0,0,0,urban_high_density,446.15,497.33,261.97,111.47,19.2,200.0,1.97,7.88,1,293.04,446.15
2024-01-01 23:45:00,23,0,0,0,0,urban_high_density,494.87,502.72,467.94,101.58,25.15,187.59,3.93,9.5,1,370.9,494.87
2024-01-02 00:00:00,0,1,0,0,0,urban_high_density,497.55,161.95,63.1,32.55,107.22,32.28,0.04,19.39,0,354.45,130.43
2024-01-02 00:15:00,0,1,0,0,0,urban_high_density,405.16,288.84,106.44,71.29,44.14,80.3,0.72,13.35,0,268.91,233.11
2024-01-02 00:30:00,0,1,0,0,0,urban_high_density,351.82,224.91,187.88,63.93,81.32,63.84,0.29,13.1,0,240.1,190.61
2024-01-02 00:45:00,0,1,0,0,0,urban_high_density,418.92,377.87,234.16,90.2,31.38,112.2,4.63,14.72,0,298.99,314.34
2024-01-02 01:00:00,1,1,0,0,0,urban_high_density,445.5,275.29,284.04,61.79,81.53,58.55,0.1,13.6,0,292.79,196.63
2024-01-02 01:15:00,1,1,0,0,0,urban_high_density,402.46,241.4,132.45,59.98,87.59,61.21,0.15,21.94,0,276.97,178.91
2024-01-02 01:30:00,1,1,0,0,0,urban_high_density,442.25,375.67,398.34,84.94,56.5,103.38,0.72,9.88,0,302.42,332.7
2024-01-02 01:45:00,1,1,0,0,0,urban_high_density,415.91,207.81,120.17,49.96,96.23,46.48,0.03,20.8,0,305.55,183.66
2024-01-02 02:00:00,2,1,0,0,0,urban_high_density,463.26,267.53,233.85,57.75,97.52,54.59,0.19,22.16,0,334.75,231.03
2024-01-02 02:15:00,2,1,0,0,0,urban_high_density,459.92,281.03,251.1,61.1,90.97,56.69,0.2,19.21,0,320.18,197.25
2024-01-02 02:30:00,2,1,0,0,0,urban_high_density,458.97,336.4,303.13,73.29,61.82,73.91,0.51,12.99,0,334.3,272.77
2024-01-02 02:45:00,2,1,0,0,0,urban_high_density,493.71,201.93,249.26,40.9,110.06,26.58,0.0,26.19,0,341.28,169.45
2024-01-02 03:00:00,3,1,0,0,0,urban_high_density,442.94,266.77,115.11,60.23,95.34,67.96,0.42,20.29,0,314.64,222.83
2024-01-02 03:15:00,3,1,0,0,0,urban_high_density,424.74,124.45,122.03,29.3,117.68,23.14,0.02,21.48,0,294.51,89.32
2024-01-02 03:30:00,3,1,0,0,0,urban_high_density,439.73,491.56,222.78,111.78,19.78,200.0,2.77,8.07,1,311.67,439.73
2024-01-02 03:45:00,3,1,0,0,0,urban_high_density,394.81,255.77,285.49,64.78,82.64,59.81,0.3,16.89,0,259.81,216.28
2024-01-02 04:00:00,4,1,0,0,0,urban_high_density,415.53,274.86,243.73,66.15,86.95,63.04,0.2,19.51,0,280.36,242.22
2024-01-02 04:15:00,4,1,0,0,0,urban_high_density,417.46,279.01,94.47,66.84,83.7,69.84,0.12,16.89,0,294.73,247.58
2024-01-02 04:30:00,4,1,0,0,0,urban_high_density,412.82,254.82,225.71,61.73,87.09,62.46,0.16,15.45,0,282.76,184.19
2024-01-02 04:45:00,4,1,0,0,0,urban_high_density,477.59,180.16,179.97,37.72,107.0,31.66,0.09,19.97,0,333.58,132.09
2024-01-02 05:00:00,5,1,0,0,0,urban_high_density,477.5,256.91,209.5,53.8,96.68,49.44,0.2,17.79,0,347.92,190.19
2024-01-02 05:15:00,5,1,0,0,0,urban_high_density,463.51,275.67,296.05,59.47,91.57,57.14,0.3,15.9,0,343.43,222.67
2024-01-02 05:30:00,5,1,0,0,0,urban_high_density,365.82,217.83,229.37,59.55,93.86,60.23,0.31,19.54,0,252.27,192.35
2024-01-02 05:45:00,5,1,0,0,0,urban_high_density,468.99,273.61,319.61,58.34,84.35,57.33,0.35,20.61,0,311.98,215.62
2024-01-02 06:00:00,6,1,0,0,0,urban_high_density,362.52,398.84,361.04,110.02,17.27,200.0,3.35,9.74,1,236.09,362.52
2024-01-02 06:15:00,6,1,0,0,0,urban_high_density,361.91,391.27,372.54,108.11,22.93,200.0,2.11,1.66,1,265.22,361.91
2024-01-02 06:30:00,6,1,0,0,0,urban_high_density,456.8,508.11,439.68,111.23,27.26,200.0,1.94,4.22,1,341.65,456.8
2024-01-02 06:45:00,6,1,0,0,0,urban_high_density,452.95,509.82,338.16,112.56,25.14,200.0,4.18,3.54,1,336.92,452.95
2024-01-02 07:00:00,7,1,0,0,0,urban_high_density,468.27,499.67,386.77,106.71,23.67,200.0,1.65,9.65,1,309.56,468.27
2024-01-02 07:15:00,7,1,0,0,0,urban_high_density,392.01,439.33,199.87,112.07,17.31,200.0,2.35,5.65,1,276.0,392.01
2024-01-02 07:30:00,7,1,0,0,0,urban_high_density,351.86,354.4,384.38,100.72,35.83,200.0,2.34,10.07,1,235.23,351.86
2024-01-02 07:45:00,7,1,0,0,0,urban_high_density,359.55,408.6,390.97,113.64,28.54,200.0,3.05,6.22,1,255.35,359.55
2024-01-02 08:00:00,8,1,0,0,0,urban_high_density,441.06,466.5,369.05,105.77,27.54,200.0,1.75,6.62,1,309.02,441.06
2024-01-02 08:15:00,8,1,0,0,0,urban_high_density,420.87,441.79,357.13,104.97,17.61,200.0,1.63,9.03,1,273.89,420.87
2024-01-02 08:30:00,8,1,0,0,0,urban_high_density,366.2,388.01,179.06,105.96,25.55,200.0,3.96,6.68,1,270.05,366.2
2024-01-02 08:45:00,8,1,0,0,0,urban_high_density,413.27,432.45,460.67,104.64,26.4,194.53,2.97,2.44,1,283.88,413.27
2024-01-02 09:00:00,9,1,0,0,0,urban_high_density,462.68,487.79,452.15,105.43,18.83,200.0,1.92,5.48,1,341.16,462.68
2024-01-02 09:15:00,9,1,0,0,0,urban_high_density,351.76,354.06,140.66,100.66,33.02,200.0,2.46,12.41,1,243.76,351.76
2024-01-02 09:30:00,9,1,0,0,0,urban_high_density,395.95,430.53,285.68,108.73,28.14,200.0,2.0,7.33,1,263.97,395.95
2024-01-02 09:45:00,9,1,0,0,0,urban_high_density,373.17,377.18,292.14,101.08,24.89,200.0,1.6,8.4,1,247.8,373.17
2024-01-02 10:00:00,10,1,0,0,0,urban_high_density,425.82,427.31,424.8,100.35,27.8,183.01,4.61,13.45,1,317.49,425.82
2024-01-02 10:15:00,10,1,0,0,0,urban_high_density,497.6,523.01,438.73,105.11,22.08,200.0,2.18,12.66,1,338.49,497.6
2024-01-02 10:30:00,10,1,0,0,0,urban_high_density,358.65,366.14,243.53,102.09,20.76,200.0,3.49,5.89,1,264.69,358.65
2024-01-02 10:45:00,10,1,0,0,0,urban_high_density,409.27,468.45,532.14,114.46,31.67,200.0,4.57,7.95,1,298.53,409.27
2024-01-02 11:00:00,11,1,0,0,0,urban_high_density,491.61,519.28,344.57,105.63,18.04,200.0,4.53,8.71,1,343.75,491.61
2024-01-02 11:15:00,11,1,0,0,0,urban_high_density,474.13,481.9,538.89,101.64,32.62,184.32,4.74,12.68,1,332.38,474.13
2024-01-02 11:30:00,11,1,0,0,0,urban_high_density,352.87,371.85,373.54,105.38,24.02,200.0,4.42,7.0,1,229.87,352.87
2024-01-02 11:45:00,11,1,0,0,0,urban_high_density,463.01,505.63,220.9,109.2,21.77,200.0,4.82,6.51,1,306.1,463.01
2024-01-02 12:00:00,12,1,0,0,0,urban_high_density,360.85,399.12,175.73,110.61,11.42,200.0,4.75,10.37,1,244.69,360.85
2024-01-02 12:15:00,12,1,0,0,0,urban_high_density,398.22,434.27,278.97,109.05,30.38,200.0,3.89,4.32,1,283.73,398.22
2024-01-02 12:30:00,12,1,0,0,0,urban_high_density,386.29,431.22,267.29,111.63,20.16,200.0,2.61,7.67,1,253.19,386.29
2024-01-02 12:45:00,12,1,0,0,0,urban_high_density,357.03,357.23,195.5,100.06,23.19,200.0,4.62,8.52,1,243.26,357.03
2024-01-02 13:00:00,13,1,0,0,0,urban_high_density,415.07,439.21,424.54,105.81,30.89,200.0,3.96,6.98,1,301.39,415.07
2024-01-02 13:15:00,13,1,0,0,0,urban_high_density,467.27,502.35,343.03,107.51,21.23,200.0,3.8,7.54,1,343.46,467.27
2024-01-02 13:30:00,13,1,0,0,0,urban_high_density,420.84,461.98,450.0,109.77,16.64,200.0,2.51,6.41,1,281.93,420.84
2024-01-02 13:45:00,13,1,0,0,0,urban_high_density,366.73,387.58,256.87,105.69,15.2,200.0,3.32,8.91,1,255.39,366.73
2024-01-02 14:00:00,14,1,0,0,0,urban_high_density,451.63,469.62,197.85,103.98,22.19,200.0,2.55,9.7,1,310.35,451.63
2024-01-02 14:15:00,14,1,0,0,0,urban_high_density,477.06,509.83,358.23,106.87,19.29,200.0,4.85,8.3,1,332.69,477.06
2024-01-02 14:30:00,14,1,0,0,0,urban_high_density,491.41,508.02,268.42,103.38,23.34,200.0,3.73,14.07,1,326.64,491.41
2024-01-02 14:45:00,14,1,0,0,0,urban_high_density,388.99,440.92,407.28,113.35,27.72,200.0,2.46,2.45,1,279.28,388.99
2024-01-02 15:00:00,15,1,0,0,0,urban_high_density,471.04,485.83,197.81,103.14,30.34,200.0,4.98,4.58,1,315.46,471.04
2024-01-02 15:15:00,15,1,0,0,0,urban_high_density,415.55,427.4,442.56,102.85,35.79,200.0,3.74,5.7,1,299.96,415.55
2024-01-02 15:30:00,15,1,0,0,0,urban_high_density,449.99,465.43,418.74,103.43,23.51,200.0,1.6,15.61,1,296.79,449.99
2024-01-02 15:45:00,15,1,0,0,0,urban_high_density,367.78,370.25,343.36,100.67,26.45,200.0,2.38,11.63,1,252.19,367.78
2024-01-02 16:00:00,16,1,0,0,0,urban_high_density,434.61,437.15,187.93,100.58,19.75,200.0,3.53,14.73,1,307.78,434.61
2024-01-02 16:15:00,16,1,0,0,0,urban_high_density,392.37,417.06,419.46,106.29,9.22,200.0,1.75,5.66,1,288.59,392.37
2024-01-02 16:30:00,16,1,0,0,0,urban_high_density,360.35,397.84,424.3,110.4,19.8,200.0,4.18,5.89,1,235.58,360.35
2024-01-02 16:45:00,16,1,0,0,0,urban_high_density,495.96,470.72,198.9,94.91,30.3,121.84,3.99,14.42,0,337.4,360.13
2024-01-02 17:00:00,17,1,0,0,0,urban_high_density,472.52,519.37,204.97,109.92,21.17,200.0,1.65,9.97,1,334.72,472.52
2024-01-02 17:15:00,17,1,0,0,0,urban_high_density,394.48,424.6,314.36,107.63,26.28,200.0,4.32,11.25,1,290.41,394.48
2024-01-02 17:30:00,17,1,0,0,0,urban_high_density,379.29,411.26,495.86,108.43,20.25,200.0,1.59,3.76,1,274.39,379.29
2024-01-02 17:45:00,17,1,0,0,0,urban_high_density,455.73,490.24,474.77,107.57,29.53,200.0,2.58,7.65,1,335.66,455.73
2024-01-02 18:00:00,18,1,0,0,0,urban_high_density,393.51,442.67,526.97,112.49,13.7,200.0,2.74,2.93,1,267.1,393.51
2024-01-02 18:15:00,18,1,0,0,0,urban_high_density,459.9,489.76,457.83,106.49,21.83,200.0,2.96,12.14,1,328.02,459.9
2024-01-02 18:30:00,18,1,0,0,0,urban_high_density,462.64,530.0,261.34,114.56,22.42,200.0,2.42,6.84,1,316.75,462.64
2024-01-02 18:45:00,18,1,0,0,0,urban_high_density,390.28,394.79,180.24,101.15,19.87,200.0,4.88,13.51,1,264.12,390.28
2024-01-02 19:00:00,19,1,0,0,0,urban_high_density,387.63,437.99,482.91,112.99,17.68,200.0,3.88,6.71,1,274.74,387.63
2024-01-02 19:15:00,19,1,0,0,0,urban_high_density,437.44,492.54,257.05,112.6,25.1,200.0,1.53,6.16,1,303.34,437.44
2024-01-02 19:30:00,19,1,0,0,0,urban_high_density,438.42,439.32,274.18,100.21,19.04,176.22,3.62,8.22,1,305.09,438.42
2024-01-02 19:45:00,19,1,0,0,0,urban_high_density,492.72,532.95,329.5,108.16,29.5,200.0,3.38,6.51,1,365.64,492.72
2024-01-02 20:00:00,20,1,0,0,0,urban_high_density,390.33,404.87,375.15,103.73,30.24,200.0,2.52,8.09,1,256.21,390.33
2024-01-02 20:15:00,20,1,0,0,0,urban_high_density,395.16,401.4,444.12,101.58,19.09,194.26,3.9,6.57,1,291.69,395.16
2024-01-02 20:30:00,20,1,0,0,0,urban_high_density,366.56,386.02,419.68,105.31,31.29,200.0,3.27,8.25,1,250.24,366.56
2024-01-02 20:45:00,20,1,0,0,0,urban_high_density,433.01,487.43,522.34,112.57,28.3,200.0,1.91,9.09,1,311.5,433.01
2024-01-02 21:00:00,21,1,0,0,0,urban_high_density,374.79,394.71,198.65,105.31,27.53,200.0,2.32,12.0,1,245.78,374.79
2024-01-02 21:15:00,21,1,0,0,0,urban_high_density,412.37,422.99,358.25,102.58,27.51,200.0,2.0,6.73,1,272.87,412.37
2024-01-02 21:30:00,21,1,0,0,0,urban_high_density,453.81,455.04,474.39,100.27,27.03,200.0,1.53,10.79,1,326.23,453.81
2024-01-02 21:45:00,21,1,0,0,0,urban_high_density,475.42,531.87,410.05,111.87,26.96,200.0,2.21,5.53,1,347.22,475.42
2024-01-02 22:00:00,22,1,0,0,0,urban_high_density,360.05,364.05,242.55,101.11,26.3,197.24,1.74,7.96,1,246.65,360.05
2024-01-02 22:15:00,22,1,0,0,0,urban_high_density,458.41,433.88,400.27,94.65,35.07,123.85,3.54,15.61,0,301.01,370.24
2024-01-02 22:30:00,22,1,0,0,0,urban_high_density,467.29,519.32,299.53,111.13,18.81,200.0,3.79,8.35,1,339.2,467.29
2024-01-02 22:45:00,22,1,0,0,0,urban_high_density,444.86,458.35,286.89,103.03,22.42,200.0,2.84,9.49,1,292.58,444.86
2024-01-02 23:00:00,23,1,0,0,0,urban_high_density,473.27,518.45,340.95,109.55,21.37,200.0,3.82,9.75,1,335.8,473.27
2024-01-02 23:15:00,23,1,0,0,0,urban_high_density,464.13,494.23,204.62,106.49,26.78,193.16,2.64,12.2,1,343.36,464.13
